date,orderId,total,shipping,subtotal,shipNameFirst,shipNameLast,shipAddress1,		shipAddress2,shipCity,shipState,shipZip,billNameFirst,billNameLast,billAddress1,billAddress2,		billCity,billState,billZip
1970-03-29 15:35:52,12000000144,168.19,4.3,163.89,Timothy,Todd,5491 Garcia Rd,,Forest,MI,49732,Timothy,Todd,5491 Garcia Rd,,Forest,MI,49732
1970-03-30 11:59:04,12000000145,112.43,4.59,107.84,Michael,Hargrove,670 Lorber St,,Ute,IA,51060,Michael,Hargrove,670 Lorber St,,Ute,IA,51060
1970-03-31 15:14:57,12000000146,84.84,3.39,81.45,Derek,Hubner,1888 Ruddy Rd,Ste. A81,Mount Sherman,KY,42764,Ann,Jones,3192 Castro Rd,,Mandan,ND,58554
1970-03-31 16:16:45,12000000147,86.84,0.58,86.26,Linda,Bodnar,9542 Silvers Rd,,Langlois,OR,97450,Linda,Bodnar,9542 Silvers Rd,,Langlois,OR,97450
1970-04-01 19:21:51,12000000148,77.02,3.72,73.3,Edmund,Compton,8727 Arciba Ave,Unit 85,Halleck,NV,89824,Edmund,Compton,8727 Arciba Ave,Unit 85,Halleck,NV,89824
1970-04-01 23:49:43,12000000149,134.93,1.08,133.85,Thomas,Stancil,675 Santos St,,Great Falls,MT,59404,Thomas,Stancil,675 Santos St,,Great Falls,MT,59404
1970-04-02 09:22:52,12000000150,168.0,1.17,166.83,Carl,Ford,2393 Moss Ave,,Watsonville,CA,95076,Carl,Ford,2393 Moss Ave,,Watsonville,CA,95076
1970-04-03 00:35:45,12000000151,60.02,1.68,58.34,Charlene,Mattis,2927 Cote St,,Hanna,WY,82327,Charlene,Mattis,2927 Cote St,,Hanna,WY,82327
1970-04-03 05:57:14,12000000152,129.78,3.89,125.89,Joan,Stpeter,3058 Reinking St,,Saint Louis,MO,63113,Joan,Stpeter,3058 Reinking St,,Saint Louis,MO,63113
1970-04-03 12:05:43,12000000153,114.69,0.78,113.91,Rita,Grimes,2374 Laplante Blvd,,Charleston,WV,25311,Rita,Grimes,2374 Laplante Blvd,,Charleston,WV,25311
1970-04-04 02:10:52,12000000154,145.29,4.25,141.04,Jessica,Bond,1838 Pagan Rd,,Saint Paul,MN,55187,Andrea,White,8465 Wolf St,,Atlanta,GA,30302
1970-04-05 00:55:13,12000000155,72.47,4.93,67.54,Clarence,Carpentieri,6675 Kunzel Ave,,Sullivan,IN,47882,Clarence,Carpentieri,6675 Kunzel Ave,,Sullivan,IN,47882
1970-04-05 03:12:17,12000000156,100.45,2.16,98.29,Megan,Nielsen,3114 Towle Blvd,No. 97,Roebuck,SC,29376,Megan,Nielsen,3114 Towle Blvd,No. 97,Roebuck,SC,29376
1970-04-06 03:50:23,12000000157,109.96,0.81,109.15,Jesse,Bradley,668 Nikolic Blvd,,Kent,OH,44240,Jesse,Bradley,668 Nikolic Blvd,,Kent,OH,44240
1970-04-06 07:45:02,12000000158,47.94,4.28,43.66,Blake,Bender,7787 Rivera Ave,,Abbeville,LA,70511,Blake,Bender,7787 Rivera Ave,,Abbeville,LA,70511
1970-04-07 01:16:38,12000000159,53.38,1.56,51.82,Kelvin,Santana,7547 Diaz,,Radcliff,KY,40160,Kelvin,Santana,7547 Diaz,,Radcliff,KY,40160
1970-04-07 16:14:09,12000000160,199.8,3.54,196.26,Mike,Howard,3460 Woods St,,Hurt,VA,24563,Mike,Howard,3460 Woods St,,Hurt,VA,24563
1970-04-08 12:49:51,12000000161,141.26,2.89,138.37,Nora,Robison,2825 Arenas Ave,,Albany,OH,45710,Nora,Robison,2825 Arenas Ave,,Albany,OH,45710
1970-04-08 22:17:56,12000000162,74.41,3.33,71.08,Patricia,Beltrame,6283 Brewer St,,Armstrong,IL,61812,Patricia,Beltrame,6283 Brewer St,,Armstrong,IL,61812
1970-04-09 00:29:14,12000000163,43.08,1.77,41.31,Maria,Hernandez,560 Jackson Ct,,Houston,TX,77012,Maria,Hernandez,560 Jackson Ct,,Houston,TX,77012
1970-04-09 05:22:34,12000000164,70.67,2.31,68.36,Edith,Smith,3894 Clark,C44,Morning Sun,IA,52640,Agnes,Moen,2639 Gore Ct,,Idaho Falls,ID,83404
1970-04-09 11:25:17,12000000165,64.19,3.14,61.05,Tim,Klein,5496 Redding Rd,B-93,Central,UT,84722,Tim,Klein,5496 Redding Rd,B-93,Central,UT,84722
1970-04-09 18:02:29,12000000166,62.26,0.9,61.36,Charles,Adkins,3384 Daley Ct,,Smithfield,UT,84335,Charles,Adkins,3384 Daley Ct,,Smithfield,UT,84335
1970-04-10 17:24:22,12000000167,118.22,2.12,116.1,Graciela,Swelgart,5017 Owens Rd,,Garland,TX,75044,Graciela,Swelgart,5017 Owens Rd,,Garland,TX,75044
1970-04-11 15:45:42,12000000168,91.89,3.51,88.38,Nathan,Carrion,1731 Rhodes Rd,,Laredo,TX,78041,Nathan,Carrion,1731 Rhodes Rd,,Laredo,TX,78041
1970-04-12 12:39:17,12000000169,40.67,4.79,35.88,Cynthia,Bourbon,1273 Nez,,Patterson,NC,28661,Cynthia,Bourbon,1273 Nez,,Patterson,NC,28661
1970-04-13 12:38:51,12000000170,141.96,3.34,138.62,Jamie,Whitson,3516 Aron Blvd,,Mobile,AL,36601,Jamie,Whitson,3516 Aron Blvd,,Mobile,AL,36601
1970-04-14 02:01:56,12000000171,37.47,4.09,33.38,Deborah,Joe,7872 Glenn Ct,,Colorado Springs,CO,80942,Deborah,Joe,7872 Glenn Ct,,Colorado Springs,CO,80942
1970-04-14 10:03:31,12000000172,145.6,4.4,141.2,Victor,Holding,2181 Flores St,,Saint Francis,KS,67756,Victor,Holding,2181 Flores St,,Saint Francis,KS,67756
1970-04-14 12:59:26,12000000173,97.31,4.79,92.52,Camilla,Doty,4153 Escamilla Rd,,Clare,MI,48617,Camilla,Doty,4153 Escamilla Rd,,Clare,MI,48617
1970-04-14 19:03:35,12000000174,157.96,2.46,155.5,Sandra,Densmore,7818 Sandlin,,Resaca,GA,30735,Sandra,Densmore,7818 Sandlin,,Resaca,GA,30735
1970-04-14 21:39:05,12000000175,81.37,2.8,78.57,Ruben,Jordon,7938 Freeman Rd,,Shreveport,LA,71164,Ruben,Jordon,7938 Freeman Rd,,Shreveport,LA,71164
1970-04-15 06:23:53,12000000176,109.19,1.72,107.47,Ebony,Chao,7635 Fuentes St,,McElhattan,PA,17748,Ebony,Chao,7635 Fuentes St,,McElhattan,PA,17748
1970-04-15 08:21:18,12000000177,96.16,2.2,93.96,Anna,Riddell,5087 Hall St,Unit 33,Aroda,VA,22709,Anna,Riddell,5087 Hall St,Unit 33,Aroda,VA,22709
1970-04-16 01:41:58,12000000178,50.65,4.79,45.86,Velma,Ordonez,8935 Browning Ave,,Redfield,NY,13437,Velma,Ordonez,8935 Browning Ave,,Redfield,NY,13437
1970-04-16 11:21:49,12000000179,48.91,1.54,47.37,Marjorie,Golden,7891 Preston Ct,D-36,Clover,SC,29710,Marjorie,Golden,7891 Preston Ct,D-36,Clover,SC,29710
1970-04-17 08:42:16,12000000180,35.71,0.23,35.48,Nancy,Hawks,7907 Sheeley St,,Deer Lodge,MT,59722,Nancy,Hawks,7907 Sheeley St,,Deer Lodge,MT,59722
1970-04-17 10:10:21,12000000181,50.81,0.56,50.25,Emmanuel,Mccampbell,4805 Davis St,,Barberville,FL,32105,Emmanuel,Mccampbell,4805 Davis St,,Barberville,FL,32105
1970-04-17 21:58:21,12000000182,114.91,0.64,114.27,Frank,Webster,1743 Hinman St,B-78,Wolverine,MI,49799,Frank,Webster,1743 Hinman St,B-78,Wolverine,MI,49799
1970-04-17 23:51:23,12000000183,165.76,0.84,164.92,Paul,Chouteau,7968 Rivera Rd,,Fort Lyon,CO,81038,Paul,Chouteau,7968 Rivera Rd,,Fort Lyon,CO,81038
1970-04-19 02:23:57,12000000184,126.42,3.59,122.83,Alfred,Wilkinson,6208 Angulo,,Hume,IL,61932,Alfred,Wilkinson,6208 Angulo,,Hume,IL,61932
1970-04-19 12:20:30,12000000185,80.09,1.26,78.83,Leroy,Durk,4992 Dangelo Rd,,Jacksonville,FL,32210,Leroy,Durk,4992 Dangelo Rd,,Jacksonville,FL,32210
1970-04-19 15:16:06,12000000186,194.0,0.83,193.17,Audrey,Baker,4558 Janzen Ave,,Galesburg,KS,66740,Audrey,Baker,4558 Janzen Ave,,Galesburg,KS,66740
1970-04-20 03:46:41,12000000187,141.26,0.93,140.33,Jose,Turpin,2569 Skeeter,,Rudy,AR,72952,Jose,Turpin,2569 Skeeter,,Rudy,AR,72952
1970-04-21 04:18:50,12000000188,118.37,1.9,116.47,Brent,Mattison,3237 Villarreal Ave,,Mayer,MN,55360,Brent,Mattison,3237 Villarreal Ave,,Mayer,MN,55360
1970-04-21 08:58:20,12000000189,120.42,3.25,117.17,Peter,Anderson,5722 Kendall Ct,,Hatfield,MO,64458,Peter,Anderson,5722 Kendall Ct,,Hatfield,MO,64458
1970-04-21 10:27:10,12000000190,161.39,0.99,160.4,Lonnie,Lipkin,6125 Cook Rd,,Davenport,IA,52801,Daniel,Eppinger,673 Haywood St,,Lynchburg,VA,24502
1970-04-21 20:25:08,12000000191,117.88,2.04,115.84,Sherry,Truitt,6931 Smith,,Lubbock,TX,79411,Sherry,Truitt,6931 Smith,,Lubbock,TX,79411
1970-04-22 23:12:23,12000000192,104.38,1.33,103.05,Nicole,Edwards,2592 Mcleod Rd,,Opa Locka,FL,33054,Nicole,Edwards,2592 Mcleod Rd,,Opa Locka,FL,33054
1970-04-23 17:44:51,12000000193,91.78,2.32,89.46,Larry,Matthews,25 Dunn St,C-88,Magness,AR,72553,Larry,Matthews,25 Dunn St,C-88,Magness,AR,72553
1970-04-23 21:03:03,12000000194,78.8,2.62,76.18,Nina,Cochran,8887 Mccoy Rd,Unit 71,Woodville,VA,22749,Nina,Cochran,8887 Mccoy Rd,Unit 71,Woodville,VA,22749
1970-04-24 01:54:10,12000000195,99.67,1.24,98.43,Mark,Cohen,4543 Gilbert St,Suite 78,Carbon Cliff,IL,61239,Mark,Cohen,4543 Gilbert St,Suite 78,Carbon Cliff,IL,61239
1970-04-24 05:16:21,12000000196,144.26,4.15,140.11,Denise,Hurst,7544 Evans St,,Mahto,SD,57643,Denise,Hurst,7544 Evans St,,Mahto,SD,57643
1970-04-25 05:18:11,12000000197,199.32,4.32,195.0,Joesph,Peterson,8660 Myron Rd,,Lafayette,LA,70506,Dorothy,Varnado,9781 Bergstrom St,,Wounded Knee,SD,57794
1970-04-25 14:17:39,12000000198,37.95,1.93,36.02,Herbert,Boyd,9603 Hossack Ave,,Pasadena,CA,91102,Herbert,Boyd,9603 Hossack Ave,,Pasadena,CA,91102
1970-04-26 01:01:03,12000000199,44.22,1.45,42.77,Socorro,Mahaney,5942 Mellen St,,Minneapolis,MN,55408,Socorro,Mahaney,5942 Mellen St,,Minneapolis,MN,55408
1970-04-26 06:26:48,12000000200,161.18,1.8,159.38,Lora,Grudem,5963 Reeves Ct,C47,New Orleans,LA,70167,Lora,Grudem,5963 Reeves Ct,C47,New Orleans,LA,70167
